city,state_id,state_name,county_name
Van Wyck,SC,South Carolina,Lancaster
Appleton City,MO,Missouri,St. Clair
Coulee Dam,WA,Washington,Okanogan
Luttrell,TN,Tennessee,Union
Little Round Lake,WI,Wisconsin,Sawyer
Baldwin,MI,Michigan,Lake
Elgin,MN,Minnesota,Wabasha
Remerton,GA,Georgia,Lowndes
Jamaica Beach,TX,Texas,Galveston
Wanamingo,MN,Minnesota,Goodhue
Ryland Heights,KY,Kentucky,Kenton
Crowley Lake,CA,California,Mono
Conrad,IA,Iowa,Grundy
Athens,WI,Wisconsin,Marathon
New Columbia,PA,Pennsylvania,Union
Chevak,AK,Alaska,Kusilvak
Daniel,UT,Utah,Wasatch
Shawneetown,IL,Illinois,Gallatin
Hackberry,TX,Texas,Denton
Captains Cove,VA,Virginia,Accomack
Galeton,PA,Pennsylvania,Potter
Piney View,WV,West Virginia,Raleigh
Rennerdale,PA,Pennsylvania,Allegheny
Milesburg,PA,Pennsylvania,Centre
Caliente,NV,Nevada,Lincoln
Plymouth,CA,California,Amador
Stedman,NC,North Carolina,Cumberland
Pacific City,OR,Oregon,Tillamook
Cochranton,PA,Pennsylvania,Crawford
Maxwell,CA,California,Colusa
Mooreville,MS,Mississippi,Lee
Marion Center,MA,Massachusetts,Plymouth
Lake St. Croix Beach,MN,Minnesota,Washington
Rio Vista,TX,Texas,Johnson
Laguna,NM,New Mexico,Cibola
Palouse,WA,Washington,Whitman
Hustisford,WI,Wisconsin,Dodge
Indian Hills,NM,New Mexico,Torrance
Millersport,OH,Ohio,Fairfield
Estherwood,LA,Louisiana,Acadia
Oak Grove Heights,AR,Arkansas,Greene
Williamsport,OH,Ohio,Pickaway
Bolinas,CA,California,Marin
Belview,VA,Virginia,Montgomery
Blue Mound,IL,Illinois,Macon
Flat Lick,KY,Kentucky,Knox
New Waverly,TX,Texas,Walker
Susitna North,AK,Alaska,Matanuska-Susitna
Punaluu,HI,Hawaii,Honolulu
Phil Campbell,AL,Alabama,Franklin
West Park,CA,California,Fresno
Farmersburg,IN,Indiana,Sullivan
Cave Spring,GA,Georgia,Floyd
Edinburg,VA,Virginia,Shenandoah
Angel Fire,NM,New Mexico,Colfax
Bradbury,CA,California,Los Angeles
Ashippun,WI,Wisconsin,Dodge
Forest Park,OK,Oklahoma,Oklahoma
Tyler,MN,Minnesota,Lincoln
Osceola Mills,PA,Pennsylvania,Clearfield
Knox,PA,Pennsylvania,Clarion
Bear Creek,AL,Alabama,Marion
Dudleyville,AZ,Arizona,Pinal
Panora,IA,Iowa,Guthrie
London,AR,Arkansas,Pope
Rutherford,TN,Tennessee,Gibson
Start,LA,Louisiana,Richland
Altamont,TN,Tennessee,Grundy
Texico,NM,New Mexico,Curry
Kersey,PA,Pennsylvania,Elk
Palo,IA,Iowa,Linn
Republic,WA,Washington,Ferry
Bellaire,MI,Michigan,Antrim
Assumption,IL,Illinois,Christian
Bloomfield,KY,Kentucky,Nelson
Cullen,LA,Louisiana,Webster
Speers,PA,Pennsylvania,Washington
Bracey,VA,Virginia,Mecklenburg
Bassett,VA,Virginia,Henry
Tiki Island,TX,Texas,Galveston
Sand Point,AK,Alaska,Aleutians East
St. Paul,IN,Indiana,Decatur
Flanagan,IL,Illinois,Livingston
Cobden,IL,Illinois,Union
Berryville,TX,Texas,Henderson
Amelia Court House,VA,Virginia,Amelia
Powderly,TX,Texas,Lamar
Greene,IA,Iowa,Butler
Nauvoo,IL,Illinois,Hancock
Hydesville,CA,California,Humboldt
Bogata,TX,Texas,Red River
Double Springs,AL,Alabama,Winston
Wister,OK,Oklahoma,Le Flore
Absarokee,MT,Montana,Stillwater
Maud,OK,Oklahoma,Seminole
Clark,SD,South Dakota,Clark
Lydia,LA,Louisiana,Iberia
Donald,OR,Oregon,Marion
Hamburg,IA,Iowa,Fremont
Elliston,VA,Virginia,Montgomery
Choctaw,LA,Louisiana,Lafourche
Washington,KS,Kansas,Washington
Los Indios,TX,Texas,Cameron
Warren,TX,Texas,Tyler
Goreville,IL,Illinois,Johnson
Skagway,AK,Alaska,Skagway
Holgate,OH,Ohio,Henry
Convoy,OH,Ohio,Van Wert
Chadwicks,NY,New York,Oneida
Humansville,MO,Missouri,Polk
Lake Shore,MN,Minnesota,Cass
Meadow View,VA,Virginia,Washington
Caledonia,MS,Mississippi,Lowndes
Prospect,OH,Ohio,Marion
Cherry Tree,OK,Oklahoma,Adair
Quinter,KS,Kansas,Gove
Oskaloosa,KS,Kansas,Jefferson
Cando,ND,North Dakota,Towner
South Shore,KY,Kentucky,Greenup
Lilbourn,MO,Missouri,New Madrid
New Franklin,MO,Missouri,Howard
Grandview,OH,Ohio,Hamilton
Upton,WY,Wyoming,Weston
Riner,VA,Virginia,Montgomery
Franklin Park,FL,Florida,Broward
Greenfields,PA,Pennsylvania,Berks
Falls City,OR,Oregon,Polk
Shelton,NE,Nebraska,Buffalo
Skyline-Ganipa,NM,New Mexico,Cibola
Clayton,IN,Indiana,Hendricks
Marcus,IA,Iowa,Cherokee
Ordway,CO,Colorado,Crowley
Catahoula,LA,Louisiana,St. Martin
Shinglehouse,PA,Pennsylvania,Potter
Homestead Base,FL,Florida,Miami-Dade
Stillman Valley,IL,Illinois,Ogle
Tuscarawas,OH,Ohio,Tuscarawas
Penhook,VA,Virginia,Franklin
New Hope,TN,Tennessee,Marion
De Smet,SD,South Dakota,Kingsbury
Aurora,UT,Utah,Sevier
Port Republic,NJ,New Jersey,Atlantic
St. Paul,TX,Texas,Collin
Greenville,IN,Indiana,Floyd
Northfield,KY,Kentucky,Jefferson
Highlandville,MO,Missouri,Christian
Tioga,TX,Texas,Grayson
Bessemer,PA,Pennsylvania,Lawrence
Luck,WI,Wisconsin,Polk
Hector,MN,Minnesota,Renville
Deltaville,VA,Virginia,Middlesex
Ashton,ID,Idaho,Fremont
Roscommon,MI,Michigan,Roscommon
Aplington,IA,Iowa,Butler
Canaan,CT,Connecticut,Litchfield
Lake Nebagamon,WI,Wisconsin,Douglas
Neah Bay,WA,Washington,Clallam
Garrett Park,MD,Maryland,Montgomery
Baxter Estates,NY,New York,Nassau
Keuka Park,NY,New York,Yates
Queen Anne,MD,Maryland,Prince George's
Frankfort,OH,Ohio,Ross
Gifford,IL,Illinois,Champaign
Robert Lee,TX,Texas,Coke
Grand Coulee,WA,Washington,Grant
Hamlin,WV,West Virginia,Lincoln
Norlina,NC,North Carolina,Warren
Sidney,IA,Iowa,Fremont
New Hartford Center,CT,Connecticut,Litchfield
Ninnekah,OK,Oklahoma,Grady
Mountainhome,PA,Pennsylvania,Monroe
Strodes Mills,PA,Pennsylvania,Mifflin
Rawls Springs,MS,Mississippi,Forrest
Campti,LA,Louisiana,Natchitoches
Arnaudville,LA,Louisiana,St. Landry
Califon,NJ,New Jersey,Hunterdon
McClellan Park,CA,California,Sacramento
Amherst,WI,Wisconsin,Portage
Martin,SD,South Dakota,Bennett
Fyffe,AL,Alabama,DeKalb
Auxier,KY,Kentucky,Floyd
Lakeview,WA,Washington,Grant
Wolcottville,IN,Indiana,Noble
Dodson Branch,TN,Tennessee,Jackson
Reading,MI,Michigan,Hillsdale
Luckey,OH,Ohio,Wood
McLeansville,NC,North Carolina,Guilford
Beach,ND,North Dakota,Golden Valley
Saylorsburg,PA,Pennsylvania,Monroe
Maud,TX,Texas,Bowie
Alamance,NC,North Carolina,Alamance
Truman,MN,Minnesota,Martin
Foxfire,NC,North Carolina,Moore
George,IA,Iowa,Lyon
Rainbow City,AZ,Arizona,Navajo
Ranchester,WY,Wyoming,Sheridan
Fairfield Beach,OH,Ohio,Fairfield
Worden,IL,Illinois,Madison
Akutan,AK,Alaska,Aleutians East
Obion,TN,Tennessee,Obion
Elwood,NJ,New Jersey,Atlantic
St. Michaels,MD,Maryland,Talbot
Concord,MI,Michigan,Jackson
Lakeville,CT,Connecticut,Litchfield
Parklawn,CA,California,Stanislaus
Aurora,OR,Oregon,Marion
Mound City,MO,Missouri,Holt
Crocker,MO,Missouri,Pulaski
Clermont,GA,Georgia,Hall
Town Creek,AL,Alabama,Lawrence
Newport,DE,Delaware,New Castle
Ridgway,CO,Colorado,Ouray
Rio,WI,Wisconsin,Columbia
Helena West Side,MT,Montana,Lewis and Clark
Eden Valley,MN,Minnesota,Meeker
East Gull Lake,MN,Minnesota,Cass
Asherton,TX,Texas,Dimmit
Eagle Lake,WI,Wisconsin,Racine
Port Norris,NJ,New Jersey,Cumberland
Ecru,MS,Mississippi,Pontotoc
Riesel,TX,Texas,McLennan
Apalachin,NY,New York,Tioga
Sweet Home,AR,Arkansas,Pulaski
Poseyville,IN,Indiana,Posey
Candelero Arriba,PR,Puerto Rico,Humacao
Wolfhurst,OH,Ohio,Belmont
Astoria,IL,Illinois,Fulton
Westfield,PA,Pennsylvania,Tioga
Knights Landing,CA,California,Yolo
Kissee Mills,MO,Missouri,Taney
Churchill,MT,Montana,Gallatin
Lompico,CA,California,Santa Cruz
Gorman,TX,Texas,Eastland
Chauncey,OH,Ohio,Athens
Egypt,AL,Alabama,Etowah
Ouray,CO,Colorado,Ouray
Taylors Falls,MN,Minnesota,Chisago
Milford Square,PA,Pennsylvania,Bucks
Island City,OR,Oregon,Union
Point Venture,TX,Texas,Travis
Riverdale Park,CA,California,Stanislaus
Carlton,MN,Minnesota,Carlton
Thornton,CA,California,San Joaquin
Sunman,IN,Indiana,Ripley
Fairhope,PA,Pennsylvania,Fayette
Maypearl,TX,Texas,Ellis
Wakeman,OH,Ohio,Huron
Hill City,SD,South Dakota,Pennington
Potter Lake,WI,Wisconsin,Walworth
New Bedford,PA,Pennsylvania,Lawrence
Rosendale,WI,Wisconsin,Fond du Lac
Meigs,GA,Georgia,Thomas
New Philadelphia,PA,Pennsylvania,Schuylkill
Fairland,OK,Oklahoma,Ottawa
Belle Vernon,PA,Pennsylvania,Fayette
Horatio,AR,Arkansas,Sevier
Fanning Springs,FL,Florida,Gilchrist
Arp,TX,Texas,Smith
St. Jo,TX,Texas,Montague
Velda Village Hills,MO,Missouri,St. Louis
Central City,PA,Pennsylvania,Somerset
Melville,LA,Louisiana,St. Landry
Plummer,ID,Idaho,Benewah
Kibler,AR,Arkansas,Crawford
Alexandria Bay,NY,New York,Jefferson
Wink,TX,Texas,Winkler
Newark,IL,Illinois,Kendall
Castle Hayne,NC,North Carolina,New Hanover
Celoron,NY,New York,Chautauqua
Lynn,IN,Indiana,Randolph
Luxora,AR,Arkansas,Mississippi
University Heights,IA,Iowa,Johnson
Lovington,IL,Illinois,Moultrie
Abbottstown,PA,Pennsylvania,Adams
Point Lookout,NY,New York,Nassau
Wurtland,KY,Kentucky,Greenup
Schurz,NV,Nevada,Mineral
Glandorf,OH,Ohio,Putnam
Cascade,ID,Idaho,Valley
De Soto,IA,Iowa,Dallas
Pen Mar,PA,Pennsylvania,Franklin
Rhodhiss,NC,North Carolina,Caldwell
Dickeyville,WI,Wisconsin,Grant
Lily Lake,IL,Illinois,Kane
Callender Lake,TX,Texas,Van Zandt
Groveton,TX,Texas,Trinity
Pocono Pines,PA,Pennsylvania,Monroe
Parker,SD,South Dakota,Turner
Overbrook,KS,Kansas,Osage
Riverside,IA,Iowa,Washington
Lake Waynoka,OH,Ohio,Brown
Royalton,PA,Pennsylvania,Dauphin
Bolivar,WV,West Virginia,Jefferson
Paradise,UT,Utah,Cache
Delevan,NY,New York,Cattaraugus
Mallory,WV,West Virginia,Logan
Tyndall,SD,South Dakota,Bon Homme
Lincoln,PA,Pennsylvania,Allegheny
Lyndon,KS,Kansas,Osage
Thompson,ND,North Dakota,Grand Forks
Pierceton,IN,Indiana,Kosciusko
Plains,KS,Kansas,Meade
Kenmare,ND,North Dakota,Ward
Hart,TX,Texas,Castro
Afton,OK,Oklahoma,Ottawa
Mantua,OH,Ohio,Portage
Gaston,NC,North Carolina,Northampton
Beale AFB,CA,California,Yuba
Watterson Park,KY,Kentucky,Jefferson
McCloud,CA,California,Siskiyou
Baudette,MN,Minnesota,Lake of the Woods
Altamont,KS,Kansas,Labette
Cape Charles,VA,Virginia,Northampton
Heath Springs,SC,South Carolina,Lancaster
San Pablo,NM,New Mexico,Doña Ana
Julian,CA,California,San Diego
Plandome Heights,NY,New York,Nassau
Chetopa,KS,Kansas,Labette
Silverado Resort,CA,California,Napa
Bradner,OH,Ohio,Wood
Kingston,OH,Ohio,Ross
Shongopovi,AZ,Arizona,Navajo
Elkhart Lake,WI,Wisconsin,Sheboygan
María Antonia,PR,Puerto Rico,Guánica
Gray,TN,Tennessee,Washington
Friars Point,MS,Mississippi,Coahoma
Walton,IN,Indiana,Cass
Cedar Ridge,CA,California,Tuolumne
Dasher,GA,Georgia,Lowndes
Danville,OH,Ohio,Knox
Seabrook Beach,NH,New Hampshire,Rockingham
Browning,MT,Montana,Glacier
Rosiclare,IL,Illinois,Hardin
New London,TX,Texas,Rusk
Rapids,NY,New York,Niagara
Yoe,PA,Pennsylvania,York
Peggs,OK,Oklahoma,Cherokee
Oilton,OK,Oklahoma,Creek
Quogue,NY,New York,Suffolk
Colfax,IL,Illinois,McLean
Keewatin,MN,Minnesota,Itasca
Leesburg,AL,Alabama,Cherokee
Grimsley,TN,Tennessee,Fentress
Eclectic,AL,Alabama,Elmore
Alleghenyville,PA,Pennsylvania,Berks
Alexandria,TN,Tennessee,DeKalb
Edinburg,IL,Illinois,Christian
Belfield,ND,North Dakota,Stark
Pinesdale,MT,Montana,Ravalli
Palmer,PR,Puerto Rico,Río Grande
Ramsey,IL,Illinois,Fayette
Coal Hill,AR,Arkansas,Johnson
Lemont Furnace,PA,Pennsylvania,Fayette
Cyril,OK,Oklahoma,Caddo
Cobb,CA,California,Lake
Red Lick,TX,Texas,Bowie
Seelyville,IN,Indiana,Vigo
Goshen,KY,Kentucky,Oldham
Enterprise,WV,West Virginia,Harrison
Odin,IL,Illinois,Marion
Willards,MD,Maryland,Wicomico
Wilhoit,AZ,Arizona,Yavapai
Cherokee,AL,Alabama,Colbert
Richton,MS,Mississippi,Perry
Beckemeyer,IL,Illinois,Clinton
Tesuque,NM,New Mexico,Santa Fe
Thornville,OH,Ohio,Perry
Waldo,FL,Florida,Alachua
Eddyville,IA,Iowa,Wapello
McCullom Lake,IL,Illinois,McHenry
North Bonneville,WA,Washington,Skamania
Santa Anna,TX,Texas,Coleman
North English,IA,Iowa,Iowa
De Kalb,MS,Mississippi,Kemper
Worthing,SD,South Dakota,Lincoln
Eustace,TX,Texas,Henderson
North Branch,MI,Michigan,Lapeer
Winfield,TN,Tennessee,Scott
New Cumberland,WV,West Virginia,Hancock
Masaryktown,FL,Florida,Hernando
Winchester,OH,Ohio,Adams
Vander,NC,North Carolina,Cumberland
Salcha,AK,Alaska,Fairbanks North Star
Pala,CA,California,San Diego
Rushmere,VA,Virginia,Isle of Wight
Mount Ida,AR,Arkansas,Montgomery
Chalfant,CA,California,Mono
Tilghman Island,MD,Maryland,Talbot
Edwards,MS,Mississippi,Hinds
Yorkville,OH,Ohio,Belmont
Wanatah,IN,Indiana,LaPorte
South Waverly,PA,Pennsylvania,Bradford
Grand Rapids,OH,Ohio,Wood
Tolar,TX,Texas,Hood
Casa Blanca,AZ,Arizona,Pinal
Talmage,CA,California,Mendocino
Tuttletown,CA,California,Tuolumne
Pennsboro,WV,West Virginia,Ritchie
Farmersville,OH,Ohio,Montgomery
Beaverdale,IA,Iowa,Des Moines
Lakeview,MI,Michigan,Montcalm
Cambridge,NE,Nebraska,Furnas
McConnellsburg,PA,Pennsylvania,Fulton
Sultana,CA,California,Tulare
Audubon Park,NJ,New Jersey,Camden
Scio,OR,Oregon,Linn
Electric City,WA,Washington,Grant
Cedar Bluff,VA,Virginia,Tazewell
Manassa,CO,Colorado,Conejos
West Cape May,NJ,New Jersey,Cape May
Halsey,OR,Oregon,Linn
Trappe,MD,Maryland,Talbot
Bude,MS,Mississippi,Franklin
Clarks,LA,Louisiana,Caldwell
King Cove,AK,Alaska,Aleutians East
Solomon,KS,Kansas,Dickinson
McAlisterville,PA,Pennsylvania,Juniata
Cove Creek,NC,North Carolina,Watauga
Bronte,TX,Texas,Coke
Erick,OK,Oklahoma,Beckham
Hulmeville,PA,Pennsylvania,Bucks
Shady Point,OK,Oklahoma,Le Flore
Falls Creek,PA,Pennsylvania,Jefferson
Lucerne Mines,PA,Pennsylvania,Indiana
East Marion,NY,New York,Suffolk
Oxford,KS,Kansas,Sumner
Enlow,PA,Pennsylvania,Allegheny
Washington Boro,PA,Pennsylvania,Lancaster
Nickerson,KS,Kansas,Reno
Sedan,KS,Kansas,Chautauqua
St. George,KS,Kansas,Pottawatomie
Wattsville,VA,Virginia,Accomack
Greenwood,WI,Wisconsin,Clark
Columbus,NC,North Carolina,Polk
Morrisonville,IL,Illinois,Christian
Sterling City,TX,Texas,Sterling
Hideout,UT,Utah,Wasatch
Parkers Prairie,MN,Minnesota,Otter Tail
Millington,MI,Michigan,Tuscola
Ladoga,IN,Indiana,Montgomery
Waverly,FL,Florida,Polk
Thornport,OH,Ohio,Perry
Dexter,NY,New York,Jefferson
Scobey,MT,Montana,Daniels
Wortham,TX,Texas,Freestone
Athens,MI,Michigan,Calhoun
Pastoria,VA,Virginia,Accomack
Lakeport,TX,Texas,Gregg
Pickens,MS,Mississippi,Holmes
Highland,KS,Kansas,Doniphan
Spring Glen,UT,Utah,Carbon
Morristown,MN,Minnesota,Rice
Chumuckla,FL,Florida,Santa Rosa
Maringouin,LA,Louisiana,Iberville
Chelyan,WV,West Virginia,Kanawha
Doe Run,MO,Missouri,St. Francois
La Union,NM,New Mexico,Doña Ana
Aspen Park,CO,Colorado,Jefferson
Ennis,MT,Montana,Madison
Albany,WI,Wisconsin,Green
Martin's Additions,MD,Maryland,Montgomery
Urbancrest,OH,Ohio,Franklin
Poipu,HI,Hawaii,Kauai
Round Hill Village,NV,Nevada,Douglas
Libertytown,MD,Maryland,Frederick
Kidron,OH,Ohio,Wayne
Wayne City,IL,Illinois,Wayne
West Kennebunk,ME,Maine,York
Rowland,NC,North Carolina,Robeson
King City,MO,Missouri,Gentry
Chama,NM,New Mexico,Rio Arriba
Burgin,KY,Kentucky,Mercer
Littleville,AL,Alabama,Colbert
Almedia,PA,Pennsylvania,Columbia
Salamatof,AK,Alaska,Kenai Peninsula
Penryn,PA,Pennsylvania,Lancaster
Turtle Lake,WI,Wisconsin,Barron
Ilwaco,WA,Washington,Pacific
Parkin,AR,Arkansas,Cross
Rockwell,IA,Iowa,Cerro Gordo
Hawesville,KY,Kentucky,Hancock
Goodland,IN,Indiana,Newton
Payson,IL,Illinois,Adams
Rolling Hills,KY,Kentucky,Jefferson
New Salem,ND,North Dakota,Morton
March ARB,CA,California,Riverside
Tabor,IA,Iowa,Fremont
Wittenberg,WI,Wisconsin,Shawano
Saddle Rock,NY,New York,Nassau
North Randall,OH,Ohio,Cuyahoga
Sutton,WV,West Virginia,Braxton
Macy,NE,Nebraska,Thurston
Greenfield,IL,Illinois,Greene
Frankford,DE,Delaware,Sussex
Sloan,IA,Iowa,Woodbury
Andale,KS,Kansas,Sedgwick
Caldwell,KS,Kansas,Sumner
New London,MO,Missouri,Ralls
Harmony,MN,Minnesota,Fillmore
Greene,RI,Rhode Island,Kent
Sanborn,NY,New York,Niagara
Harlowton,MT,Montana,Wheatland
Montezuma,IN,Indiana,Parke
Sedillo,NM,New Mexico,Bernalillo
Muldraugh,KY,Kentucky,Meade
Cross Plains,TX,Texas,Callahan
Blue Mounds,WI,Wisconsin,Dane
Goodfield,IL,Illinois,Woodford
Ruch,OR,Oregon,Jackson
Janesville,IA,Iowa,Bremer
Gulf Stream,FL,Florida,Palm Beach
Quinton,OK,Oklahoma,Pittsburg
East Tawakoni,TX,Texas,Rains
Henderson,NE,Nebraska,York
Quebrada,PR,Puerto Rico,Camuy
Kittery Point,ME,Maine,York
Tumbling Shoals,AR,Arkansas,Cleburne
Lookingglass,OR,Oregon,Douglas
Chums Corner,MI,Michigan,Grand Traverse
Etna,OH,Ohio,Licking
Hollywood,AL,Alabama,Jackson
Seneca,PA,Pennsylvania,Venango
Morgantown,IN,Indiana,Morgan
Ironville,KY,Kentucky,Boyd
Lime Ridge,PA,Pennsylvania,Columbia
Cooleemee,NC,North Carolina,Davie
Summitville,IN,Indiana,Madison
Hillburn,NY,New York,Rockland
Milford,PA,Pennsylvania,Pike
Fruitland,IA,Iowa,Muscatine
Balsam Lake,WI,Wisconsin,Polk
Taft Southwest,TX,Texas,San Patricio
Coyne Center,IL,Illinois,Rock Island
Highlands,NC,North Carolina,Macon
Beach City,OH,Ohio,Stark
Squirrel Mountain Valley,CA,California,Kern
Mustang Ridge,TX,Texas,Travis
Choudrant,LA,Louisiana,Lincoln
Ashley,IN,Indiana,DeKalb
Machias,WA,Washington,Snohomish
Westlake Corner,VA,Virginia,Franklin
Omaha,TX,Texas,Morris
Bristol,FL,Florida,Liberty
Chevy Chase View,MD,Maryland,Montgomery
Stoneboro,PA,Pennsylvania,Mercer
Fort Calhoun,NE,Nebraska,Washington
Fairton,NJ,New Jersey,Cumberland
Millport,AL,Alabama,Lamar
Ganado,AZ,Arizona,Apache
Lawton,IA,Iowa,Woodbury
Boyce,LA,Louisiana,Rapides
Accoville,WV,West Virginia,Logan
Taylorsville,IN,Indiana,Bartholomew
Whitewood,SD,South Dakota,Lawrence
Scotts Hill,TN,Tennessee,Decatur
Logan,NM,New Mexico,Quay
Henefer,UT,Utah,Summit
Lazy Acres,CO,Colorado,Boulder
Lightstreet,PA,Pennsylvania,Columbia
Linton,ND,North Dakota,Emmons
San Miguel,NM,New Mexico,Doña Ana
Bradford,TN,Tennessee,Gibson
Sunflower,MS,Mississippi,Sunflower
Palo Alto,PA,Pennsylvania,Schuylkill
Tulelake,CA,California,Siskiyou
Auxvasse,MO,Missouri,Callaway
Kootenai,ID,Idaho,Bonner
Cane Savannah,SC,South Carolina,Sumter
Elsie,MI,Michigan,Clinton
Ellerbe,NC,North Carolina,Richmond
Mexico,IN,Indiana,Miami
Bay Head,NJ,New Jersey,Ocean
Monte Rio,CA,California,Sonoma
Paullina,IA,Iowa,O'Brien
Sterrett,AL,Alabama,Shelby
Hightsville,NC,North Carolina,New Hanover
Thrall,TX,Texas,Williamson
Bennet,NE,Nebraska,Lancaster
Linesville,PA,Pennsylvania,Crawford
Corvallis,MT,Montana,Ravalli
Arapahoe,NE,Nebraska,Furnas
Lawrence,MI,Michigan,Van Buren
Belmont,WI,Wisconsin,Lafayette
Clarence,IA,Iowa,Cedar
McGraw,NY,New York,Cortland
Stonewall,MS,Mississippi,Clarke
Wanblee,SD,South Dakota,Jackson
Buffalo Soapstone,AK,Alaska,Matanuska-Susitna
Kaumakani,HI,Hawaii,Kauai
Napoleon,MI,Michigan,Jackson
Derma,MS,Mississippi,Calhoun
Rice,TX,Texas,Navarro
Poca,WV,West Virginia,Putnam
Alcorn State University,MS,Mississippi,Claiborne
Bluewater,AZ,Arizona,La Paz
Tahoma,CA,California,Placer
Dunlap,IA,Iowa,Harrison
Roberta,GA,Georgia,Crawford
Allison,IA,Iowa,Butler
Loup City,NE,Nebraska,Sherman
St. Joseph,LA,Louisiana,Tensas
Buhl,MN,Minnesota,St. Louis
Laurys Station,PA,Pennsylvania,Lehigh
Shellsburg,IA,Iowa,Benton
Sunrise Lake,PA,Pennsylvania,Pike
Jasper,MO,Missouri,Jasper
Meredosia,IL,Illinois,Morgan
Gideon,MO,Missouri,New Madrid
Earth,TX,Texas,Lamb
Keota,IA,Iowa,Keokuk
Papaikou,HI,Hawaii,Hawaii
Chebanse,IL,Illinois,Kankakee
Franklin,GA,Georgia,Heard
Jamesport,NY,New York,Suffolk
Oil City,LA,Louisiana,Caddo
Laurel,NY,New York,Suffolk
South Lebanon,OR,Oregon,Linn
Scotland,PA,Pennsylvania,Franklin
Wolcott,IN,Indiana,White
Biwabik,MN,Minnesota,St. Louis
Collinsburg,PA,Pennsylvania,Westmoreland
Mentone,IN,Indiana,Kosciusko
Cleone,CA,California,Mendocino
Westley,CA,California,Stanislaus
Healy,AK,Alaska,Denali
Sunnyside,GA,Georgia,Ware
Chase,PA,Pennsylvania,Luzerne
Mazon,IL,Illinois,Grundy
Powell,AL,Alabama,DeKalb
Woodlawn Park,KY,Kentucky,Jefferson
Rapids City,IL,Illinois,Rock Island
Laurie,MO,Missouri,Morgan
Aynor,SC,South Carolina,Horry
Herald,CA,California,Sacramento
Mill Neck,NY,New York,Nassau
Dillon,CO,Colorado,Summit
Mount Vernon,MD,Maryland,Somerset
Bremond,TX,Texas,Robertson
Marion,MT,Montana,Flathead
Houston,MN,Minnesota,Houston
Hagan,GA,Georgia,Evans
Genesee,ID,Idaho,Latah
Green Lake,WI,Wisconsin,Green Lake
Springville,CA,California,Tulare
Vanceboro,NC,North Carolina,Craven
Treynor,IA,Iowa,Pottawattamie
Friend,NE,Nebraska,Saline
White Mills,PA,Pennsylvania,Wayne
Metcalfe,MS,Mississippi,Washington
Montezuma,KS,Kansas,Gray
Troy,MT,Montana,Lincoln
Odell,IL,Illinois,Livingston
Leroy,AL,Alabama,Washington
Kittredge,CO,Colorado,Jefferson
Ottoville,OH,Ohio,Putnam
Harvard,NE,Nebraska,Clay
Coker,AL,Alabama,Tuscaloosa
Atkinson,IL,Illinois,Henry
Lakewood Village,TX,Texas,Denton
Farmington,PA,Pennsylvania,Fayette
Waleska,GA,Georgia,Cherokee
Beavertown,PA,Pennsylvania,Snyder
Newellton,LA,Louisiana,Tensas
Fort Gaines,GA,Georgia,Clay
Mantua,UT,Utah,Box Elder
Dortches,NC,North Carolina,Nash
Five Points,NC,North Carolina,Hoke
Ellsworth,PA,Pennsylvania,Washington
Louise,TX,Texas,Wharton
Union Bridge,MD,Maryland,Carroll
Hargill,TX,Texas,Hidalgo
Twisp,WA,Washington,Okanogan
Mertztown,PA,Pennsylvania,Berks
Coahoma,TX,Texas,Howard
Magnolia,OH,Ohio,Stark
Sugar Notch,PA,Pennsylvania,Luzerne
Naalehu,HI,Hawaii,Hawaii
Norman Park,GA,Georgia,Colquitt
Rossville,TN,Tennessee,Fayette
Kenesaw,NE,Nebraska,Adams
Waynetown,IN,Indiana,Montgomery
Mesa del Caballo,AZ,Arizona,Gila
Swansea,SC,South Carolina,Lexington
Mendon,IL,Illinois,Adams
Blue Rapids,KS,Kansas,Marshall
Marlinton,WV,West Virginia,Pocahontas
Playa Fortuna,PR,Puerto Rico,Luquillo
Fruitdale,CA,California,Santa Clara
Cerrillos Hoyos,PR,Puerto Rico,Ponce
Calvert Beach,MD,Maryland,Calvert
Saugatuck,MI,Michigan,Allegan
Reynolds,GA,Georgia,Taylor
Troy,KS,Kansas,Doniphan
Sardis,GA,Georgia,Burke
Fort Chiswell,VA,Virginia,Wythe
Lynnville,IN,Indiana,Warrick
Highland Hills,OH,Ohio,Cuyahoga
La Honda,CA,California,San Mateo
Benjamin,UT,Utah,Utah
Mammoth Spring,AR,Arkansas,Fulton
Scanlon,MN,Minnesota,Carlton
La Center,KY,Kentucky,Ballard
Dubois,WY,Wyoming,Fremont
Pleasantville,OH,Ohio,Fairfield
Gainesboro,TN,Tennessee,Jackson
Arendtsville,PA,Pennsylvania,Adams
Preston,IA,Iowa,Jackson
Oak Creek,CO,Colorado,Routt
Bird Island,MN,Minnesota,Renville
West Brownsville,PA,Pennsylvania,Washington
Aurelia,IA,Iowa,Cherokee
Little Falls,ME,Maine,Cumberland
Benton,WI,Wisconsin,Lafayette
Roslyn,WA,Washington,Kittitas
Parcelas Peñuelas,PR,Puerto Rico,Santa Isabel
Butte Creek Canyon,CA,California,Butte
Minkler,CA,California,Fresno
Lakeside City,TX,Texas,Archer
Glasford,IL,Illinois,Peoria
Dunnavant,AL,Alabama,Shelby
Sequoyah,OK,Oklahoma,Rogers
